Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,RSI,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,Anomaly
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753903,232.45489501953125,62627700,216.23250045776368,215.9016164616813,78.74196866845098,201.31788097275282,216.23250045776368,231.14711994277454,13.794984059691902,1.0614456100139373,-1
2024-08-06,205.3000030517578,209.9900054931641,201.07000732421875,207.22999572753903,206.762939453125,69660500,222.7240005493164,218.4660437622793,36.13504145455421,208.07120229554522,222.7240005493164,237.37679880308758,13.15780806525761,-0.028704638985583692,-1
2024-11-01,220.97000122070312,225.3500061035156,220.2700042724609,222.91000366210935,222.6650238037109,65276700,230.4370002746582,229.68490518409772,39.44913719705223,222.55253208165897,230.4370002746582,238.32146846765744,6.843057480874796,0.022669352688097923,-1
2024-11-04,220.9900054931641,222.7899932861328,219.7100067138672,222.00999450683597,221.76600646972656,44944500,230.4529998779297,228.95396131007277,38.29530628173743,222.63860893810616,230.4529998779297,238.26739081775324,6.781765430662912,-0.040221588356084255,-1
2024-11-06,222.6100006103516,226.07000732421875,221.19000244140625,222.72000122070312,222.4752349853516,54561100,229.99599990844726,227.88598632253743,40.202789501533736,221.1957290177505,229.99599990844726,238.79627079914403,7.652542560913948,0.08660370924286091,-1
2024-12-03,239.80999755859372,242.75999450683597,238.8999938964844,242.6499938964844,242.6499938964844,38861000,229.67649841308594,232.13878534192958,72.81161672148149,218.70454113612692,229.67649841308594,240.64845569004495,9.554270770207706,1.091211538466462,-1
2024-12-04,242.8699951171875,244.1100006103516,241.25,243.00999450683597,243.00999450683597,44383900,230.6544982910156,233.17413859573017,73.19462250805337,218.63948805545783,230.6544982910156,242.6695085265734,10.418188524030867,1.0141691922681397,-1
2024-12-05,243.9900054931641,244.5399932861328,242.1300048828125,243.0399932861328,243.0399932861328,40033900,231.6704978942871,234.11374380433995,73.2284663946739,219.08795845710597,231.6704978942871,244.25303733146825,10.862444334990501,0.9517965331485106,-1
2024-12-06,242.91000366210935,244.6300048828125,242.0800018310547,242.83999633789065,242.83999633789065,36870600,232.4384979248047,234.94481547420193,72.57062133947468,219.11932077622888,232.4384979248047,245.7576750733805,11.460388246773695,0.8904707587059221,-1
2024-12-09,241.8300018310547,247.2400054931641,241.75,246.75,246.75,44649200,233.42799758911133,236.06911876237317,76.93342161581683,218.99037012776958,233.42799758911133,247.86562505045308,12.37009065789563,0.9613639757141442,-1
2024-12-10,246.88999938964844,248.2100067138672,245.33999633789065,247.7700042724609,247.7700042724609,36914800,234.60499801635743,237.18348881095295,77.92005728995146,219.53443896297503,234.60499801635743,249.67555706973982,12.847602720153155,0.9367789612008044,-1
2024-12-11,247.9600067138672,250.8000030517578,246.25999450683597,246.4900054931641,246.4900054931641,45205800,235.71799850463867,238.06982373306832,73.66201955129266,220.58891340738384,235.71799850463867,250.8470836018935,12.83659728423929,0.8560032519904326,-1
2024-12-12,246.88999938964844,248.7400054931641,245.67999267578125,247.9600067138672,247.9600067138672,32777500,236.85999908447266,239.01174592171583,75.3293930716551,221.65531650240317,236.85999908447266,252.06468166654216,12.838539762593655,0.8650193803613003,-1
2024-12-13,247.82000732421875,249.2899932861328,246.2400054931641,248.1300048828125,248.1300048828125,33155300,237.85549926757812,239.88015153705837,75.52238130300934,222.43826918286555,237.85549926757812,253.2727293522907,12.96352628565362,0.8332150314543978,-1
2024-12-16,247.9900054931641,251.3800048828125,247.6499938964844,251.0399932861328,251.0399932861328,51694800,239.15749893188476,240.94299360839878,78.60732836132796,223.90549659767092,239.15749893188476,254.4095012660986,12.754776582236977,0.8895388321437905,-1
2024-12-17,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753903,253.47999572753903,51356400,240.43049850463868,242.13699381022167,80.79316653807619,224.86259919264094,240.43049850463868,255.9983978166364,12.950020408244821,0.9191155454366114,-1
2024-12-18,252.16000366210935,254.27999877929688,247.7400054931641,248.0500030517578,248.0500030517578,56774100,241.41899871826172,242.70013754751082,64.90056115470439,226.56856439825705,241.41899871826172,256.2694330382664,12.302622742077792,0.7232596094702632,-1
2024-12-19,247.5,252.0,247.08999633789065,249.7899932861328,249.7899932861328,60882300,242.45849838256837,243.37536190357005,67.13171618936876,228.33824465033595,242.45849838256837,256.57875211480075,11.647563460491662,0.7596091770939217,-1
2024-12-20,248.0399932861328,255.0,245.69000244140625,254.4900054931641,254.4900054931641,147495300,243.75699844360352,244.4338993882933,72.26100503130063,230.2391485817524,243.75699844360352,257.27484830545467,11.091250670268382,0.8969938695594737,-1
2024-12-23,254.7700042724609,255.6499938964844,253.4499969482422,255.2700042724609,255.2700042724609,40858800,245.0269989013672,245.46590937726165,73.01367315571285,232.21213453992556,245.0269989013672,257.84186326280883,10.459961080942033,0.8996532886416524,-1
2024-12-24,255.4900054931641,258.2099914550781,255.2899932861328,258.20001220703125,258.20001220703125,23234700,246.2934997558594,246.67868107533496,75.68289255598584,233.52824383782337,246.2934997558594,259.0587556738954,10.365889421109117,0.9663640324808985,-1
2024-12-26,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,259.0199890136719,27237100,247.4914993286133,247.85404373612897,76.38679565533403,234.67099472893688,247.4914993286133,260.3120039282897,10.360359555342667,0.9496113860194538,-1
2024-12-27,257.8299865722656,258.70001220703125,253.05999755859372,255.58999633789065,255.58999633789065,42355300,248.52449951171874,248.59080112677296,67.57501959271548,236.62257439175755,248.52449951171874,260.42642463167994,9.578069883126334,0.7968215962946231,-1
2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,252.1999969482422,35557500,249.26799926757812,248.934534062151,60.18531908420923,238.44750229978555,249.26799926757812,260.0884962353707,8.681817962663755,0.6354835036408772,-1
2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,250.4199981689453,39480700,249.80949935913085,249.07600683422663,56.68039745069659,239.93818043075345,249.80949935913085,259.68081828750826,7.903077307869875,0.5309228591561072,-1
